ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,OPEN_DATE,CURRENT_BALANCE
ACCT100008312,CUST0044355,CURRENT,ACTIVE,2021-06-22,2989.76
ACCT100008313,CUST0049998,SAVINGS,CLOSED,2014-11-29,142432.2
ACCT100008314,CUST0017534,NRE,ACTIVE,2021-01-25,8352.37
ACCT100008315,CUST0051431,SAVINGS,ACTIVE,2017-03-01,44477.33
ACCT100008316,CUST0024801,NRE,ACTIVE,2021-01-15,38934.67
ACCT100008317,CUST0048624,SALARY,ACTIVE,2020-06-09,14970.18
ACCT100008318,CUST0030995,Savings,ACTIVE,2016-11-21,20804.3
ACCT100008319,CUST0000334, SALARY ,ACTIVE,2015-09-11,30238.55
ACCT100008320,CUST0029533,CURRENT,ACTIVE,2022-06-23,436917.61
ACCT100008321,CUST0026461,NRE,ACTIVE,2019-06-11,25603.4
ACCT100008322,CUST0006118,NRE,ACTIVE,2018-01-21,187881.4
ACCT100008323,CUST0065068,SAVINGS,ACTIVE,2015-01-28,8511.17
ACCT100008324,CUST0041949,NRO,ACTIVE,2016-08-28,51058.89
ACCT100008325,CUST0066489, NRE ,ACTIVE,2021-04-01,18674.99
ACCT100008326,CUST0006765,CURRENT,ACTIVE,2017-05-31,43313.06
ACCT100008327,CUST0063577,NRE,ACTIVE,2018-11-03,30479.55
ACCT100008328,CUST0036119,SAVINGS,CLOSED,2018-01-07,2847.94
ACCT100008329,CUST0068559,NRO,ACTIVE,2017-10-01,41212.46
ACCT100008330,CUST0044956,SALARY,ACTIVE,2015-07-02,74920.95
ACCT100008331,CUST0039606,NRO,ACTIVE,2022-06-28,8714.78
ACCT100008332,CUST0024681,SALARY,ACTIVE,2019-06-17,88036.19
ACCT100008333,CUST0025297,salary,ACTIVE,2020-08-10,949549.52
ACCT100008334,CUST0069657,SAVINGS,ACTIVE,2022-01-09,1289.44
ACCT100008335,CUST0005816,NRE,ACTIVE,2022-06-25,149829.99
ACCT100008336,CUST0070908,CURRENT,ACTIVE,2020-02-15,243968.37
ACCT100008337,CUST0019752,CURRENT,ACTIVE,2016-11-25,4864.42
ACCT100008338,CUST0038242,SALARY,ACTIVE,2015-07-02,162228.9
ACCT100008339,CUST0045620, SALARY ,ACTIVE,2018-12-18,74591.58
ACCT100008340,CUST0056446,NRO,ACTIVE,2018-02-10,174250.5
ACCT100008341,CUST0029461,NRO,DORMANT,2016-03-28,14011.36
ACCT100008342,CUST0017531,NRE,ACTIVE,2018-11-19,22100.72
ACCT100008343,CUST0067143,SALARY,ACTIVE,2015-05-18,313297.95
ACCT100008344,CUST0063532,NRE,CLOSED,2015-06-26,54510.19
ACCT100008345,CUST0046628,NRO,ACTIVE,2019-01-26,31510.45
ACCT100008346,CUST0047358,NRO,ACTIVE,2017-04-11,35793.46
ACCT100008347,CUST0009232,NRE,ACTIVE,2016-01-28,134558.86
ACCT100008348,CUST0064526,SAVINGS,ACTIVE,2015-04-06,2148.17
ACCT100008349,CUST0021342,SALARY,ACTIVE,2014-11-30,91888.52
ACCT100008350,CUST0018824,NRE,ACTIVE,2016-10-13,60089.48
ACCT100008351,CUST0049135,SALARY,DORMANT,2016-07-30,4902.89
ACCT100008352,CUST0067900,NRE,ACTIVE,2017-09-26,81771.31
ACCT100008353,CUST0072213,NRE,ACTIVE,2017-08-05,3501.22
ACCT100008354,CUST0062105,NRO,ACTIVE,2019-04-27,16027.9
ACCT100008355,CUST0065931,Current,DORMANT,2016-05-14,3701.46
ACCT100008356,CUST0022704,NRE,ACTIVE,2021-04-01,22223.74
ACCT100008357,CUST0016241,SALARY,ACTIVE,2019-04-17,9725.39
ACCT100008358,CUST0059047,NRE,DORMANT,2020-10-20,54013.21
ACCT100008359,CUST0007007,NRO,ACTIVE,2019-10-25,29461.14
ACCT100008360,CUST0016857,SAVINGS,ACTIVE,2020-03-09,7450.91
ACCT100008361,CUST0034246,NRO,ACTIVE,2017-04-19,80576.69
ACCT100008362,CUST0028620,SALARY,ACTIVE,2018-07-23,6734.01
ACCT100008363,CUST0072218,Nro,ACTIVE,2019-07-01,18451.26
ACCT100008364,CUST0032358,CURRENT,ACTIVE,2022-03-14,13980.46
ACCT100008365,CUST0033613,SALARY,ACTIVE,2021-01-24,125762.64
ACCT100008366,CUST0055104,NRO,ACTIVE,2018-10-08,30661.83
ACCT100008367,CUST0066946,NRO,ACTIVE,2019-07-17,4208.96
ACCT100008368,CUST0009606,NRO,ACTIVE,2017-08-13,97984.17
ACCT100008369,CUST0053347,CURRENT,DORMANT,2020-11-11,12399.42
ACCT100008370,CUST0034465,NRE,ACTIVE,2015-10-17,28068.58
ACCT100008371,CUST0012945,SAVINGS,ACTIVE,2020-12-04,1088.83
ACCT100008372,CUST0071879,CURRENT,ACTIVE,2016-09-22,50216.65
ACCT100008373,CUST0045415,NRO,ACTIVE,2019-07-13,70208.29
ACCT100008374,CUST0000297,SALARY,ACTIVE,2020-09-07,1893.31
ACCT100008375,CUST0015028,SAVINGS,BLOCKED,2020-10-05,18695.89
ACCT100008376,CUST0071841,SALARY,ACTIVE,2014-10-15,52602.63
ACCT100008377,CUST0000466,SAVINGS,ACTIVE,2014-12-17,22785.35
ACCT100008378,CUST0009562,SALARY,ACTIVE,2015-04-04,91072.51
ACCT100008379,CUST0063194,SALARY,ACTIVE,2021-01-03,29508.88
ACCT100008380,CUST0001759,nre,ACTIVE,2020-12-02,1808.11
ACCT100008381,CUST0051043,SAVINGS,ACTIVE,2020-01-23,1466.26
ACCT100008382,CUST0025434,SALARY,ACTIVE,2021-06-02,20456.35
ACCT100008383,CUST0067026,CURRENT,ACTIVE,2022-04-08,3627.78
ACCT100008384,CUST0043938,NRO,ACTIVE,2019-03-07,7342.18
ACCT100008385,CUST0018031,SALARY,BLOCKED,2016-04-14,59905.95
ACCT100008386,CUST0041245,SAVINGS,ACTIVE,2021-04-23,16353.2
ACCT100008387,CUST0070802,SALARY,ACTIVE,2017-10-14,15205.3
ACCT100008388,CUST0064654,SALARY,ACTIVE,2019-10-23,122325.89
ACCT100008389,CUST0043451,NRE,ACTIVE,2018-08-01,20976.68
ACCT100008390,CUST0047186,SALARY,ACTIVE,2020-08-29,48821.06
ACCT100008391,CUST0060722, SAVINGS ,ACTIVE,2020-06-05,4781.74
ACCT100008392,CUST0041359,NRE,ACTIVE,2016-06-03,1970.65
ACCT100008393,CUST0015547,nre,ACTIVE,2014-10-19,64276.05
ACCT100008394,CUST0018761,CURRENT,ACTIVE,2022-05-04,20658.34
ACCT100008395,CUST0026121,NRE,ACTIVE,2015-04-07,3329.19
ACCT100008396,CUST0004865,NRE,ACTIVE,2019-03-05,48276.76
ACCT100008397,CUST0044772,CURRENT,ACTIVE,2018-11-15,77612.38
ACCT100008398,CUST0002362,NRE,ACTIVE,2021-01-26,2365.27
ACCT100008399,CUST0074637,NRE,ACTIVE,2018-07-19,45130.98
ACCT100008400,CUST0014535,NRE,ACTIVE,2017-09-13,573.88
ACCT100008401,CUST0006137,NRO,ACTIVE,2016-09-03,8672.56
ACCT100008402,CUST0014556,SALARY,ACTIVE,2020-11-27,16012.97
ACCT100008403,CUST0020479,NRE,ACTIVE,2016-09-29,55144.68
ACCT100008404,CUST0008152,CURRENT,ACTIVE,2019-05-07,21244.89
ACCT100008405,CUST0037948,NRE,ACTIVE,2021-05-14,45226.44
ACCT100008406,CUST0002487,NRE,ACTIVE,2022-06-13,41735.88
ACCT100008407,CUST0074563,NRO,DORMANT,2018-03-11,13570.47
ACCT100008408,CUST0007141, NRO ,ACTIVE,2017-02-16,44521.13
ACCT100008409,CUST0025723,SALARY,ACTIVE,2021-02-05,50093.97
ACCT100008410,CUST0035605,NRO,ACTIVE,2017-08-04,155509.56
ACCT100008411,CUST0045008,NRO,DORMANT,2019-02-20,25965.68
ACCT100008412,CUST0062690,CURRENT,ACTIVE,2020-12-23,28196.12
ACCT100008413,CUST0011540,SALARY,ACTIVE,2022-09-06,4671.07
ACCT100008414,CUST0047279,NRE,ACTIVE,2016-08-08,14652.87
ACCT100008415,CUST0072627,CURRENT,ACTIVE,2017-01-14,4508.57
ACCT100008416,CUST0051635,CURRENT,ACTIVE,2019-01-06,98250.51
ACCT100008417,CUST0053664, SAVINGS ,ACTIVE,2015-06-21,160810.97
ACCT100008418,CUST0008976,current,DORMANT,2014-10-26,22794.28
ACCT100008419,CUST0074307,CURRENT,ACTIVE,2019-06-01,3682.38
ACCT100008420,CUST0014149,CURRENT,ACTIVE,2017-05-31,8467.94
ACCT100008421,CUST0036256,SALARY,ACTIVE,2019-06-24,50357.98
ACCT100008422,CUST0010712,NRE,ACTIVE,2016-04-18,244920.56
ACCT100008423,CUST0009321,SAVINGS,ACTIVE,2015-04-02,23133.89
ACCT100008424,CUST0034473,SAVINGS,ACTIVE,2021-01-29,2425.01
ACCT100008425,CUST0034461,NRO,ACTIVE,2016-05-22,979745.47
ACCT100008426,CUST0000938,SALARY,ACTIVE,2017-10-09,17399.85
ACCT100008427,CUST0040112,SAVINGS,ACTIVE,2018-12-06,69354.73
ACCT100008428,CUST0020207,CURRENT,ACTIVE,2015-01-01,372263.88
ACCT100008429,CUST0062174,nre,DORMANT,2021-06-20,3706.97
ACCT100008430,CUST0035695,SAVINGS,ACTIVE,2017-05-11,45965.87
ACCT100008431,CUST0050247,SALARY,ACTIVE,2022-04-12,23381.5
ACCT100008432,CUST0035626,SALARY,ACTIVE,2021-03-01,31543.05
ACCT100008433,CUST0054885,CURRENT,ACTIVE,2015-02-15,20046.13
ACCT100008434,CUST0025412,SAVINGS,ACTIVE,2016-07-20,3136783.9
ACCT100008435,CUST0013942,SALARY,ACTIVE,2021-06-02,75254.47
ACCT100008436,CUST0070074,SALARY,ACTIVE,2019-04-11,106136.37
ACCT100008437,CUST0064571,SAVINGS,ACTIVE,2022-06-14,207370.22
ACCT100008438,CUST0016857,SALARY,ACTIVE,2018-03-23,99885.91
ACCT100008439,CUST0019137,SAVINGS,DORMANT,2015-10-21,30938.44
ACCT100008440,CUST0014497,CURRENT,ACTIVE,2020-04-04,1878170.23
ACCT100008441,CUST0003373,SAVINGS,ACTIVE,2017-09-23,34472.97
ACCT100008442,CUST0011630,CURRENT,ACTIVE,2018-09-21,460023.57
ACCT100008443,CUST0059413,CURRENT,ACTIVE,2021-09-10,16923.27
ACCT100008444,CUST0046359,SALARY,ACTIVE,2019-01-26,28090.29
ACCT100008445,CUST0019352,NRE,ACTIVE,2022-02-10,12247.94
ACCT100008446,CUST0033414,SAVINGS,DORMANT,2015-11-29,1618.94
ACCT100008447,CUST0023271, CURRENT ,ACTIVE,2015-07-16,1676.64
ACCT100008448,CUST0009448,NRO,ACTIVE,2020-07-16,4091.62
ACCT100008449,CUST0049683,NRE,ACTIVE,2016-03-09,35290.83
ACCT100008450,CUST0026617,SALARY,DORMANT,2016-10-28,40331.33
ACCT100008451,CUST0050410,NRE,ACTIVE,2020-03-28,2738.89
ACCT100008452,CUST0049067,CURRENT,ACTIVE,2019-08-12,86807.93
ACCT100008453,CUST0027565,SALARY,ACTIVE,2020-07-14,31291.22
ACCT100008454,CUST0059136,NRE,ACTIVE,2022-06-23,9391.6
ACCT100008455,CUST0026039,CURRENT,ACTIVE,2021-10-16,16424.31
ACCT100008456,CUST0045800,NRO,ACTIVE,2016-09-09,12653.91
ACCT100008457,CUST0039306,SALARY,ACTIVE,2017-09-25,24780.09
ACCT100008458,CUST0017299,NRO,ACTIVE,2015-02-19,19030.16
ACCT100008459,CUST0009757,SAVINGS,ACTIVE,2015-03-14,311886.9
ACCT100008460,CUST0017607,NRE,ACTIVE,2021-10-01,80854.69
ACCT100008461,CUST0013742,NRE,ACTIVE,2016-12-27,17055.5
ACCT100008462,CUST0066658,SAVINGS,ACTIVE,2018-04-22,15870.74
ACCT100008463,CUST0052844,NRE,ACTIVE,2020-07-19,472758.85
ACCT100008464,CUST0061776,CURRENT,ACTIVE,2017-03-25,26624.4
ACCT100008465,CUST0041088,NRO,ACTIVE,2019-03-02,12962.45
ACCT100008466,CUST0074455,nro,ACTIVE,2015-12-19,8422.76
ACCT100008467,CUST0006358,SALARY,ACTIVE,2015-12-11,1630096.33
ACCT100008468,CUST0045552,NRE,ACTIVE,2016-12-28,241216.65
ACCT100008469,CUST0009054,Nre,ACTIVE,2022-02-06,165512.37
ACCT100008470,CUST0062460,SAVINGS,ACTIVE,2015-04-02,133929.96
ACCT100008471,CUST0040032,NRO,DORMANT,2018-09-06,11947.82
ACCT100008472,CUST0024959,CURRENT,ACTIVE,2018-04-09,28020.64
ACCT100008473,CUST0053809,NRE,ACTIVE,2021-01-26,18534.6
ACCT100008474,CUST0011819,current,ACTIVE,2017-12-07,13421.5
ACCT100008475,CUST0037527,CURRENT,ACTIVE,2018-08-01,7276.58
ACCT100008476,CUST0013318,CURRENT,ACTIVE,2018-05-26,16673.6
ACCT100008477,CUST0046450,NRO,ACTIVE,2018-07-19,180337.92
ACCT100008478,CUST0073836,NRE,DORMANT,2022-08-05,25638.78
ACCT100008479,CUST0047258,CURRENT,DORMANT,2019-07-16,5210.38
ACCT100008480,CUST0058946,CURRENT,ACTIVE,2018-11-11,35477.42
ACCT100008481,CUST0008596,SAVINGS,ACTIVE,2018-10-15,46243.52
ACCT100008482,CUST0003472,NRE,CLOSED,2019-04-11,40389.63
ACCT100008483,CUST0041107,NRE,ACTIVE,2017-09-24,46059.67
ACCT100008484,CUST0051061,NRO,ACTIVE,2016-06-09,6233.42
ACCT100008485,CUST0026858,CURRENT,ACTIVE,2021-09-30,16100.27
ACCT100008486,CUST0047308,nre,ACTIVE,2020-04-23,42417.49
ACCT100008487,CUST0026739,SAVINGS,ACTIVE,2017-09-30,17402.23
ACCT100008488,CUST0015854, SAVINGS ,ACTIVE,2018-01-25,91071.05
ACCT100008489,CUST0064219,SAVINGS,DORMANT,2017-10-07,20224.3
ACCT100008490,CUST0050900,SAVINGS,ACTIVE,2019-06-29,4959.32
ACCT100008491,CUST0060662,SALARY,BLOCKED,2020-11-22,5249.06
ACCT100008492,CUST0036343,NRE,ACTIVE,2017-12-22,81361.74
ACCT100008493,CUST0058662,SALARY,ACTIVE,2018-01-31,10981.23
ACCT100008494,CUST0010327,CURRENT,ACTIVE,2021-03-01,56049.74
ACCT100008495,CUST0064424,SALARY,ACTIVE,2016-02-22,5603.19
ACCT100008496,CUST0033141,NRE,ACTIVE,2016-01-09,64885.23
ACCT100008497,CUST0012644,SAVINGS,ACTIVE,2021-10-06,40336.66
ACCT100008498,CUST0038719,NRO,ACTIVE,2021-02-12,30355.94
ACCT100008499,CUST0000591,Nro,ACTIVE,2020-05-25,14297.41
ACCT100008500,CUST0006179,NRO,ACTIVE,2019-04-30,167023.4
ACCT100008501,CUST0023155,NRE,ACTIVE,2017-05-28,10071.01
ACCT100008502,CUST0060150,NRE,ACTIVE,2016-11-02,8689.7
ACCT100008503,CUST0026718,CURRENT,ACTIVE,2018-12-20,22820.76
ACCT100008504,CUST0018032,NRE,DORMANT,2021-12-27,380606.84
ACCT100008505,CUST0053617,SALARY,DORMANT,2016-02-08,78306.95
ACCT100008506,CUST0044111,NRO,ACTIVE,2018-07-07,16604.72
ACCT100008507,CUST0005150,SAVINGS,CLOSED,2021-09-26,206440.4
ACCT100008508,CUST0013480,Nre,ACTIVE,2022-08-27,15901.83
ACCT100008509,CUST0014617,SALARY,CLOSED,2018-02-19,11660.0
ACCT100008510,CUST0006927,Salary,DORMANT,2015-07-26,40914.83
ACCT100008511,CUST0034568,SALARY,ACTIVE,2019-08-31,5432.35
ACCT100008512,CUST0057629,SAVINGS,DORMANT,2018-01-30,14880.06
ACCT100008513,CUST0042377,SAVINGS,,2020-10-07,126629.73
ACCT100008514,CUST0022250,SAVINGS,ACTIVE,2016-06-30,15648.24
ACCT100008515,CUST0023035,SALARY,DORMANT,2017-07-19,2327.85
ACCT100008516,CUST0010970,Savings,ACTIVE,2016-05-11,5217.09
ACCT100008517,CUST0035794,SAVINGS,ACTIVE,2021-03-12,11140.61
ACCT100008518,CUST0048375,NRE,ACTIVE,2020-06-29,35711.07
ACCT100008519,CUST0003511,NRO,ACTIVE,2020-08-23,135752.47
ACCT100008520,CUST0073919,NRO,ACTIVE,2018-06-13,353039.88
ACCT100008521,CUST0027519,SAVINGS,DORMANT,2019-06-26,27524.48
ACCT100008522,CUST0019515,CURRENT,ACTIVE,2016-07-08,1873.13
ACCT100008523,CUST0001572,NRE,ACTIVE,2017-03-24,56636.44
ACCT100008524,CUST0042713,SALARY,ACTIVE,2022-04-04,10935.17
ACCT100008525,CUST0050332,CURRENT,ACTIVE,2019-05-06,48078.62
ACCT100008526,CUST0021765,CURRENT,ACTIVE,2016-03-01,24102.76
ACCT100008527,CUST0001044,NRE,ACTIVE,2019-04-28,17617.56
ACCT100008528,CUST0003878,SALARY,ACTIVE,2017-03-10,101873.52
ACCT100008529,CUST0036669,SAVINGS,ACTIVE,2016-06-16,25632.21
ACCT100008530,CUST0046941,CURRENT,DORMANT,2017-07-13,6085.95
ACCT100008531,CUST0011061,salary,ACTIVE,2020-03-18,17338.85
ACCT100008532,CUST0015432,SAVINGS,ACTIVE,2022-06-06,56806.21
ACCT100008533,CUST0006894,SALARY,DORMANT,2022-09-13,2600.39
ACCT100008534,CUST0016730,SAVINGS,CLOSED,2021-01-01,5164.89
ACCT100008535,CUST0029492,NRE,CLOSED,2019-10-14,26993.24
ACCT100008536,CUST0051750,SALARY,ACTIVE,2019-05-13,26081.91
ACCT100008537,CUST0037769,NRO,ACTIVE,2015-07-19,29516.55
ACCT100008538,CUST0022176,CURRENT,ACTIVE,2015-08-04,64165.65
ACCT100008539,CUST0034740,CURRENT,ACTIVE,2017-06-06,24299.86
ACCT100008540,CUST0069823,NRE,ACTIVE,2021-05-03,676161.79
ACCT100008541,CUST0002185,SAVINGS,ACTIVE,2015-05-25,17058.44
ACCT100008542,CUST0011262,SAVINGS,ACTIVE,2015-04-06,22410.54
ACCT100008543,CUST0034700,NRE,ACTIVE,2019-07-03,35427.37
ACCT100008544,CUST0005663,CURRENT,ACTIVE,2018-01-19,25406.41
ACCT100008545,CUST0028039,CURRENT,ACTIVE,2020-09-19,8648.95
ACCT100008546,CUST0050764,CURRENT,ACTIVE,2017-03-19,21677.19
ACCT100008547,CUST0066796,NRO,ACTIVE,2015-01-06,14995.89
ACCT100008548,CUST0053308,SAVINGS,ACTIVE,2015-07-01,41308.22
ACCT100008549,CUST0059729,SAVINGS,ACTIVE,2019-12-26,30616.14
ACCT100008550,CUST0052226,NRO,ACTIVE,2022-05-30,104036.46
ACCT100008551,CUST0064352,CURRENT,ACTIVE,2021-05-23,16415.48
ACCT100008552,CUST0072733,SAVINGS,ACTIVE,2019-08-15,67360.67
ACCT100008553,CUST0048791,SAVINGS,DORMANT,2017-03-14,29910.25
ACCT100008554,CUST0037662,SAVINGS,ACTIVE,2021-12-24,112013.06
ACCT100008555,CUST0064206,CURRENT,ACTIVE,2016-01-05,13491.86
ACCT100008556,CUST0070614,SALARY,ACTIVE,2018-09-03,4856.78
ACCT100008557,CUST0055766,SALARY,ACTIVE,2016-03-18,5003.34
ACCT100008558,CUST0028772,SALARY,ACTIVE,2017-05-04,4471.07
ACCT100008559,CUST0072985,NRO,ACTIVE,2016-05-21,12027.67
ACCT100008560,CUST0017504,NRO,ACTIVE,2017-11-02,13914.38
ACCT100008561,CUST0043902,SALARY,ACTIVE,2019-11-02,9653.73
ACCT100008562,CUST0056643,CURRENT,BLOCKED,2015-09-08,2883.4
ACCT100008563,CUST0045350, CURRENT ,ACTIVE,2015-01-14,54184.9
ACCT100008564,CUST0018840,SAVINGS,ACTIVE,2017-05-23,34442.75
ACCT100008565,CUST0024762,SAVINGS,ACTIVE,2014-12-11,57369.44
ACCT100008566,CUST0039091,salary,ACTIVE,2021-05-22,23681.63
ACCT100008567,CUST0000542,NRO,ACTIVE,2018-07-18,411674.95
ACCT100008568,CUST0046125,SALARY,ACTIVE,2016-12-24,8360.03
ACCT100008569,CUST0070465,SALARY,ACTIVE,2016-04-11,278948.97
ACCT100008570,CUST0058896,SAVINGS,ACTIVE,2022-07-14,30305.03
ACCT100008571,CUST0008407,SAVINGS,ACTIVE,2019-10-26,10862.82
ACCT100008572,CUST0056721,NRE,ACTIVE,2020-11-25,53609.22
ACCT100008573,CUST0050815,Current,ACTIVE,2016-03-16,85908.72
ACCT100008574,CUST0069532,SAVINGS,ACTIVE,2022-01-27,12318.26
ACCT100008575,CUST0046274,NRE,ACTIVE,2021-02-02,12675.52
ACCT100008576,CUST0042337,CURRENT,ACTIVE,2019-02-22,14961.45
ACCT100008577,CUST0068752,NRE,ACTIVE,2017-07-23,15731.41
ACCT100008578,CUST0012047,Savings,ACTIVE,2014-12-15,18185.55
ACCT100008579,CUST0056923,SAVINGS,ACTIVE,2021-03-18,416762.96
ACCT100008580,CUST0000844,SAVINGS,ACTIVE,2018-09-21,385842.37
ACCT100008581,CUST0001390,NRO,ACTIVE,2020-11-24,3744.32
ACCT100008582,CUST0014838,CURRENT,ACTIVE,2022-02-19,23080.88
ACCT100008583,CUST0065175,CURRENT,ACTIVE,2019-09-03,71649.89
ACCT100008584,CUST0069861,SAVINGS,DORMANT,2018-09-05,52491.2
ACCT100008585,CUST0006292,NRE,ACTIVE,2018-01-09,6579.79
ACCT100008586,CUST0064661,SAVINGS,ACTIVE,2015-08-05,504900.03
ACCT100008587,CUST0062642,CURRENT,ACTIVE,2018-09-26,10499.09
ACCT100008588,CUST0041701,NRE,ACTIVE,2022-03-08,12265.89
ACCT100008589,CUST0004293,SALARY,ACTIVE,2019-06-24,12760.88
ACCT100008590,CUST0063730,CURRENT,ACTIVE,2019-06-17,10783.76
ACCT100008591,CUST0048422,NRE,ACTIVE,2016-10-15,13619.5
ACCT100008592,CUST0059955,CURRENT,ACTIVE,2015-07-25,7569.87
ACCT100008593,CUST0021403,SAVINGS,CLOSED,2021-11-13,11363.97
ACCT100008594,CUST0014896,NRE,ACTIVE,2016-12-19,8217.83
ACCT100008595,CUST0017313, NRE ,ACTIVE,2020-07-22,141817.03
ACCT100008596,CUST0037962,SALARY,ACTIVE,2015-09-08,9078.03
ACCT100008597,CUST0019835,NRO,ACTIVE,2020-09-03,26677.55
ACCT100008598,CUST0018617,SAVINGS,ACTIVE,2021-09-01,39759.1
ACCT100008599,CUST0031657,SAVINGS,ACTIVE,2016-01-06,74346.27
ACCT100008600,CUST0035012,NRE,ACTIVE,2020-11-08,11465.4
ACCT100008601,CUST0048235,NRE,ACTIVE,2016-08-18,33850.86
ACCT100008602,CUST0025907, SAVINGS ,ACTIVE,2019-02-10,6498.92
ACCT100008603,CUST0070338, NRO ,ACTIVE,2019-03-08,224499.5
ACCT100008604,CUST0018279, SAVINGS ,ACTIVE,2015-01-18,8215.0
ACCT100008605,CUST0048479,SAVINGS,ACTIVE,2019-05-09,6860.24
ACCT100008606,CUST0003434,SALARY,ACTIVE,2019-09-08,18378.93
ACCT100008607,CUST0015092,Current,ACTIVE,2015-01-16,218950.16
ACCT100008608,CUST0020992,CURRENT,ACTIVE,2014-11-26,427127.65
ACCT100008609,CUST0058255,Salary,BLOCKED,2015-01-04,168740.03
ACCT100008610,CUST0026945,nro,ACTIVE,2018-08-31,8271.6
ACCT100008611,CUST0022847,CURRENT,ACTIVE,2021-08-27,72290.38
ACCT100008612,CUST0067193,NRE,ACTIVE,2016-09-26,4668.23
ACCT100008613,CUST0050184,CURRENT,ACTIVE,2016-03-23,13851.46
ACCT100008614,CUST0071640,SAVINGS,ACTIVE,2018-10-14,9001.28
ACCT100008615,CUST0032348,NRO,ACTIVE,2021-02-12,76128.01
ACCT100008616,CUST0019126,SALARY,ACTIVE,2022-08-02,101046.96
ACCT100008617,CUST0004717,NRE,ACTIVE,2021-03-12,84004.09
ACCT100008618,CUST0024390,SALARY,ACTIVE,2016-12-01,13813.94
ACCT100008619,CUST0051198,SALARY,ACTIVE,2019-07-29,12854.12
ACCT100008620,CUST0017587,NRO,ACTIVE,2018-07-19,21480.04
ACCT100008621,CUST0074682,NRE,ACTIVE,2017-04-16,41163.39
ACCT100008622,CUST0031365,SALARY,ACTIVE,2018-02-09,271207.22
ACCT100008623,CUST0004667,CURRENT,ACTIVE,2018-11-30,4582.83
ACCT100008624,CUST0074695,NRE,DORMANT,2020-11-25,9639.18
ACCT100008625,CUST0058776,SAVINGS,ACTIVE,2021-07-31,35740.06
ACCT100008626,CUST0052811,CURRENT,ACTIVE,2020-04-14,3550.85
ACCT100008627,CUST0063796,CURRENT,ACTIVE,2020-12-29,1053.36
ACCT100008628,CUST0035121,SAVINGS,ACTIVE,2017-01-31,187701.76
ACCT100008629,CUST0017507,SALARY,ACTIVE,2020-04-01,153791.35
ACCT100008630,CUST0021554,NRE,ACTIVE,2020-08-13,3738.69
ACCT100008631,CUST0058415,salary,ACTIVE,2016-06-18,14805.09
ACCT100008632,CUST0006333,SALARY,ACTIVE,2015-11-07,142232.67
ACCT100008633,CUST0026599,salary,ACTIVE,2014-12-30,105988.48
ACCT100008634,CUST0031626,NRE,ACTIVE,2016-10-31,995570.34
ACCT100008635,CUST0035602,nro,ACTIVE,2016-10-05,731705.77
ACCT100008636,CUST0072662,SAVINGS,ACTIVE,2016-07-19,27407.45
ACCT100008637,CUST0060791,CURRENT,DORMANT,2014-11-08,71692.81
ACCT100008638,CUST0053424,CURRENT,DORMANT,2021-06-14,457562.63
ACCT100008639,CUST0047774,NRE,ACTIVE,2018-01-18,138897.45
ACCT100008640,CUST0028409,SALARY,ACTIVE,2017-07-25,16349.06
ACCT100008641,CUST0012000, NRO ,ACTIVE,2021-11-15,81040.01
ACCT100008642,CUST0066973,NRO,ACTIVE,2021-06-03,14057.21
ACCT100008643,CUST0012760,SALARY,ACTIVE,2021-04-04,188000.68
ACCT100008644,CUST0005308,CURRENT,ACTIVE,2022-07-14,28544.07
ACCT100008645,CUST0014253,NRO,ACTIVE,2017-05-08,12885.15
ACCT100008646,CUST0031968,NRO,ACTIVE,2018-10-28,7372.9
ACCT100008647,CUST0044303,savings,ACTIVE,2019-03-27,4156.93
ACCT100008648,CUST0006169,CURRENT,ACTIVE,2014-12-24,16647.97
ACCT100008649,CUST0057761,CURRENT,ACTIVE,2018-08-30,244251.07
ACCT100008650,CUST0057305,NRO,ACTIVE,2021-03-03,3272.08
ACCT100008651,CUST0040247,SAVINGS,ACTIVE,2017-10-09,10139.1
ACCT100008652,CUST0048337,NRO,DORMANT,2016-01-11,4197.38
ACCT100008653,CUST0043500,NRE,ACTIVE,2016-11-11,57313.93
ACCT100008654,CUST0045479,SAVINGS,ACTIVE,2018-11-22,2974.42
ACCT100008655,CUST0021061,NRE,ACTIVE,2020-10-18,4734.81
ACCT100008656,CUST0002314,NRO,ACTIVE,2019-04-25,21311.58
ACCT100008657,CUST0062040,SAVINGS,ACTIVE,2022-05-29,53258.69
ACCT100008658,CUST0029994,current,ACTIVE,2021-05-26,38969.12
ACCT100008659,CUST0043295,NRE,ACTIVE,2020-03-27,21970.05
ACCT100008660,CUST0073571,SAVINGS,ACTIVE,2021-04-14,67196.11
ACCT100008661,CUST0054504,SALARY,ACTIVE,2014-12-11,100956.75
ACCT100008662,CUST0051304,CURRENT,DORMANT,2021-02-17,111468.52
ACCT100008663,CUST0048458,CURRENT,ACTIVE,2015-01-05,8730.26
ACCT100008664,CUST0058175,SAVINGS,ACTIVE,2020-03-09,16251.65
ACCT100008665,CUST0001271,SAVINGS,ACTIVE,2019-04-13,46597.18
ACCT100008666,CUST0066331,SAVINGS,ACTIVE,2021-04-28,13701.1
ACCT100008667,CUST0049823,SAVINGS,ACTIVE,2020-05-17,18326.98
