ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,OPEN_DATE,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES
ACCT100002085,CUST0007582,CURRENT,ACTIVE,2018-11-14,136857.81,SGD,1
ACCT100002086,CUST0001110,SAVINGS,BLOCKED,2015-10-29,134113.09,GBP,1
ACCT100002087,CUST0006535,CURRENT,CLOSED,2018-09-03,65411.65,USD,1
ACCT100002088,CUST0004538,SALARY,ACTIVE,2019-06-14,107338.33,USD,1
ACCT100002089,CUST0002505,SAVINGS,ACTIVE,2018-03-26,211491.22,INR,1
ACCT100002090,CUST0003232,NRE,ACTIVE,2012-07-21,95076.76,INR,1
ACCT100002091,CUST0002257,CURRENT,ACTIVE,2016-05-19,13748.19,INR,1
ACCT100002092,CUST0001686,SALARY,ACTIVE,2017-12-28,3112.32,INR,1
ACCT100002093,CUST0007578,SAVINGS,BLOCKED,2013-05-11,1910.4,INR,2
ACCT100002094,CUST0005088,CURRENT,ACTIVE,2013-09-11,7711.06,INR,1
ACCT100002095,CUST0003037,SAVINGS,ACTIVE,2020-08-26,3919.2,USD,2
ACCT100002096,CUST0003109,SAVINGS,BLOCKED,2021-09-30,2822.3,SGD,1
ACCT100002097,CUST0000164,NRE,ACTIVE,2016-11-16,755767.1,USD,1
ACCT100002098,CUST0002734,CURRENT,ACTIVE,2020-02-05,24930.85,INR,1
ACCT100002099,CUST0005770,NRE,ACTIVE,2013-03-06,20226.77,INR,1
ACCT100002100,CUST0006615,CURRENT,ACTIVE,2014-05-08,27182.6,AED,1
ACCT100002101,CUST0006533,SALARY,ACTIVE,2021-01-28,16542.69,USD,1
ACCT100002102,CUST0006656,SAVINGS,ACTIVE,2019-12-12,10971.83,GBP,2
ACCT100002103,CUST0001739,SAVINGS,ACTIVE,2020-09-16,11720.53,USD,1
ACCT100002104,CUST0001597,CURRENT,ACTIVE,2014-05-04,3134.94,USD,1
ACCT100002105,CUST0003212,CURRENT,ACTIVE,2021-05-03,190702.96,INR,1
ACCT100002106,CUST0006164,SAVINGS,ACTIVE,2020-10-05,9578.91,USD,1
ACCT100002107,CUST0006026,NRO,ACTIVE,2015-06-06,13842.74,USD,1
ACCT100002108,CUST0001690,SAVINGS,ACTIVE,2016-04-05,13828.74,INR,1
ACCT100002109,CUST0001292,CURRENT,ACTIVE,2018-10-28,23140.08,INR,1
ACCT100002110,CUST0002154,CURRENT,BLOCKED,2015-09-15,58518.73,USD,2
ACCT100002111,CUST0007166,SHELL,DORMANT,2012-04-18,30012834.15,INR,2
ACCT100002112,CUST0000473,CURRENT,DORMANT,2020-04-28,15859.59,INR,1
ACCT100002113,CUST0006792,SAVINGS,ACTIVE,2019-06-09,49661.42,USD,1
ACCT100002114,CUST0007540,NRO,ACTIVE,2021-11-13,59543.17,USD,1
ACCT100002115,CUST0005396,SAVINGS,ACTIVE,2015-07-29,9048.47,INR,1
ACCT100002116,CUST0006617,NRO,BLOCKED,2016-05-21,640652.64,INR,1
ACCT100002117,CUST0006384,SALARY,ACTIVE,2019-12-02,14924.62,INR,1
ACCT100002118,CUST0004655,SAVINGS,ACTIVE,2018-12-24,182285.88,SGD,1
ACCT100002119,CUST0001374, SAVINGS ,ACTIVE,2012-05-31,15026.41,INR,1
ACCT100002120,CUST0005836,SALARY,ACTIVE,2021-09-14,88124.78,INR,1
ACCT100002121,CUST0001032,SAVINGS,ACTIVE,2016-09-09,9826.03,SGD,2
ACCT100002122,CUST0004567, SALARY ,DORMANT,2019-08-16,4065.57,INR,2
ACCT100002123,CUST0003153,CURRENT,DORMANT,2015-05-29,93889.53,AED,1
ACCT100002124,CUST0000644,NRE,ACTIVE,2012-12-05,193824.82,AED,1
ACCT100002125,CUST0002753,SAVINGS,BLOCKED,2015-06-11,2182.47,USD,2
ACCT100002126,CUST0005413,SAVINGS,ACTIVE,2013-01-29,21881.43,USD,2
ACCT100002127,CUST0003252,CURRENT,ACTIVE,2015-07-20,15536.83,INR,2
ACCT100002128,CUST0003047,NRO,ACTIVE,2018-08-19,331667.26,USD,1
ACCT100002129,CUST0003336,SAVINGS,ACTIVE,2013-01-23,5997.12,INR,1
ACCT100002130,CUST0001441,NRE,ACTIVE,2020-01-22,94043.19,INR,1
ACCT100002131,CUST0000613,SAVINGS,ACTIVE,2015-09-13,3488.77,USD,1
ACCT100002132,CUST0002175,SAVINGS,ACTIVE,2019-09-13,73235.26,INR,2
ACCT100002133,CUST0003194,SAVINGS,CLOSED,2018-10-13,30826.72,INR,1
ACCT100002134,CUST0004071,SALARY,ACTIVE,2017-12-05,345465.82,USD,1
ACCT100002135,CUST0004515,CURRENT,ACTIVE,2020-08-30,322465.75,AED,1
ACCT100002136,CUST0005273,NRO,ACTIVE,2014-01-25,50241.17,USD,1
ACCT100002137,CUST0005311,CURRENT,ACTIVE,2020-07-17,4756.31,SGD,1
ACCT100002138,CUST0003933,NRE,ACTIVE,2017-06-21,63323.53,INR,2
ACCT100002139,CUST0002344,SAVINGS,ACTIVE,2012-10-19,12819.23,GBP,1
ACCT100002140,CUST0005950,TRUST,ACTIVE,2016-06-09,21745.55,INR,1
ACCT100002141,CUST0000668,SALARY,ACTIVE,2021-10-21,3178.07,INR,1
ACCT100002142,CUST0004149,CURRENT,ACTIVE,2013-03-19,223528.26,SGD,1
ACCT100002143,CUST0001891,SALARY,ACTIVE,2015-05-03,3133.02,INR,1
ACCT100002144,CUST0007475,NRO,ACTIVE,2014-02-20,26255.18,USD,3
ACCT100002145,CUST0001520,CURRENT,ACTIVE,2018-12-09,105978.93,SGD,1
ACCT100002146,CUST0005699,SAVINGS,ACTIVE,2018-01-20,7202.52,SGD,2
ACCT100002147,CUST0002370,SAVINGS,ACTIVE,2018-07-21,16527.91,INR,1
ACCT100002148,CUST0001872,SHELL,CLOSED,2012-08-27,1169604.26,AED,1
ACCT100002149,CUST0000382,CURRENT,ACTIVE,2020-11-30,19257.08,GBP,1
ACCT100002150,CUST0001265,NRO,ACTIVE,2019-09-20,309945.45,INR,2
ACCT100002151,CUST0006895,SAVINGS,ACTIVE,2019-07-17,45757.97,INR,2
ACCT100002152,CUST0004334,CURRENT,DORMANT,2017-04-09,79309.84,AED,1
ACCT100002153,CUST0006908,SALARY,ACTIVE,2014-07-09,109649.47,INR,2
ACCT100002154,CUST0001377,TRUST,ACTIVE,2020-02-23,1213929.16,INR,1
ACCT100002155,CUST0007609,SALARY,ACTIVE,2018-01-03,7554.11,GBP,3
ACCT100002156,CUST0005895, SAVINGS ,CLOSED,2017-10-26,5173.81,USD,1
ACCT100002157,CUST0005911,NRE,ACTIVE,2018-03-18,204804.02,USD,2
ACCT100002158,CUST0001146,SALARY,ACTIVE,2020-03-16,10242.62,AED,1
ACCT100002159,CUST0002143,SAVINGS,ACTIVE,2013-09-03,14863.11,AED,1
ACCT100002160,CUST0004012,SALARY,ACTIVE,2014-08-19,4910.1,AED,2
ACCT100002161,CUST0005182,TRUST,DORMANT,2015-07-20,345265.07,INR,1
ACCT100002162,CUST0004946,SAVINGS,ACTIVE,2016-09-30,169073.26,INR,3
ACCT100002163,CUST0006100,SHELL,DORMANT,2016-12-23,1824586.55,USD,1
ACCT100002164,CUST0006024,SAVINGS,ACTIVE,2012-02-23,19937.74,INR,1
ACCT100002165,CUST0000094,SALARY,ACTIVE,2012-07-30,72773.02,INR,2
ACCT100002166,CUST0002317,SAVINGS,ACTIVE,2020-02-26,48310.41,GBP,1
ACCT100002167,CUST0001766,SALARY,ACTIVE,2020-09-27,6956.59,USD,1
ACCT100002168,CUST0002974,CURRENT,ACTIVE,2018-08-30,44969.91,USD,1
ACCT100002169,CUST0001684,SAVINGS,ACTIVE,2018-05-13,62692.03,GBP,1
ACCT100002170,CUST0001098,CURRENT,ACTIVE,2017-04-22,69733.07,INR,1
ACCT100002171,CUST0006509,CURRENT,BLOCKED,2021-08-21,92293.89,SGD,1
ACCT100002172,CUST0007836,SAVINGS,ACTIVE,2015-10-22,2476.41,USD,1
ACCT100002173,CUST0000403,SALARY,ACTIVE,2020-10-11,5159.19,INR,1
ACCT100002174,CUST0005762,SALARY,DORMANT,2017-12-24,10424.82,INR,3
ACCT100002175,CUST0006701,SAVINGS,ACTIVE,2014-03-24,88637.9,USD,2
ACCT100002176,CUST0003163,TRUST,ACTIVE,2014-01-10,5536236.63,GBP,2
ACCT100002177,CUST0007725,SAVINGS,ACTIVE,2012-11-27,4205.04,USD,1
ACCT100002178,CUST0001342,SAVINGS,ACTIVE,2021-10-17,6394.75,GBP,2
ACCT100002179,CUST0006068,CURRENT,ACTIVE,2017-04-26,95234.54,INR,1
ACCT100002180,CUST0003508,SAVINGS,ACTIVE,2020-01-22,394387.17,SGD,2
ACCT100002181,CUST0004525,SAVINGS,BLOCKED,2012-10-02,3642.56,SGD,3
ACCT100002182,CUST0007117,NRE,ACTIVE,2014-03-26,8545.86,INR,1
ACCT100002183,CUST0005900,CURRENT,DORMANT,2014-09-05,62289.87,INR,2
ACCT100002184,CUST0006655,current,BLOCKED,2016-06-20,6437.27,GBP,1
ACCT100002185,CUST0003232,SALARY,BLOCKED,2013-02-05,26620.63,SGD,1
ACCT100002186,CUST0007935,SALARY,ACTIVE,2016-07-04,36677.31,GBP,1
ACCT100002187,CUST0003729,salary,ACTIVE,2014-07-08,8167.16,INR,3
ACCT100002188,CUST0000824,CURRENT,ACTIVE,2016-07-01,24809.54,INR,2
ACCT100002189,CUST0005736,SALARY,ACTIVE,2019-03-13,3903.07,INR,1
ACCT100002190,CUST0006118,TRUST,DORMANT,2012-02-14,357886.47,USD,1
ACCT100002191,CUST0005397,SAVINGS,ACTIVE,2014-01-18,2247.04,USD,1
ACCT100002192,CUST0001185,SALARY,ACTIVE,2016-05-20,5694.04,INR,1
ACCT100002193,CUST0002904,NRO,ACTIVE,2019-12-01,32567.8,INR,1
ACCT100002194,CUST0001591,TRUST,DORMANT,2021-04-11,491361.74,SGD,1
ACCT100002195,CUST0000380,SAVINGS,ACTIVE,2017-06-19,27377.05,USD,1
ACCT100002196,CUST0006395,TRUST,ACTIVE,2015-03-29,2690451.16,INR,1
ACCT100002197,CUST0004688,SALARY,ACTIVE,2016-04-29,2613.49,USD,1
ACCT100002198,CUST0005123,SALARY,ACTIVE,2013-04-15,6765.83,INR,2
ACCT100002199,CUST0006231,SAVINGS,ACTIVE,2012-08-03,66046.74,INR,2
ACCT100002200,CUST0001463,SALARY,CLOSED,2017-11-04,23128.28,INR,2
ACCT100002201,CUST0007826, CURRENT ,ACTIVE,2019-08-10,18081.83,USD,1
ACCT100002202,CUST0005130,SALARY,ACTIVE,2020-06-07,1562.27,INR,1
ACCT100002203,CUST0000544,SALARY,BLOCKED,2013-10-01,182330.4,INR,2
ACCT100002204,CUST0002284,SAVINGS,ACTIVE,2017-02-21,1488.91,USD,2
ACCT100002205,CUST0004429,SAVINGS,ACTIVE,2016-10-21,2496.86,INR,1
ACCT100002206,CUST0004563,CURRENT,ACTIVE,2019-12-01,64474.38,INR,1
ACCT100002207,CUST0005920,SALARY,ACTIVE,2020-11-21,48023.33,INR,1
ACCT100002208,CUST0004391,SALARY,BLOCKED,2013-12-06,3049.16,INR,2
ACCT100002209,CUST0005965,SALARY,ACTIVE,2021-04-29,31617.75,INR,1
ACCT100002210,CUST0007919,NRE,ACTIVE,2020-04-14,35714.61,INR,2
ACCT100002211,CUST0004105,SALARY,DORMANT,2012-01-10,37789.52,INR,1
ACCT100002212,CUST0005388,CURRENT,ACTIVE,2015-04-06,164915.69,INR,1
ACCT100002213,CUST0001030,CURRENT,ACTIVE,2017-02-23,13052.69,USD,1
ACCT100002214,CUST0001594,NRE,ACTIVE,2020-02-07,605760.3,INR,2
ACCT100002215,CUST0000468,NRO,DORMANT,2021-07-16,22362.79,USD,1
ACCT100002216,CUST0004202,NRE,DORMANT,2013-01-18,3929.88,INR,2
ACCT100002217,CUST0007124,CURRENT,ACTIVE,2018-11-29,39046.7,USD,1
ACCT100002218,CUST0003500,SALARY,ACTIVE,2015-08-31,20265.29,AED,1
ACCT100002219,CUST0000952,nre,ACTIVE,2018-06-22,506728.44,INR,1
ACCT100002220,CUST0007304,SALARY,ACTIVE,2012-05-17,56858.31,USD,1
ACCT100002221,CUST0006842,SAVINGS,ACTIVE,2019-04-07,3411.78,INR,2
ACCT100002222,CUST0004297,NRO,ACTIVE,2020-05-05,95794.24,INR,1
ACCT100002223,CUST0005052,CURRENT,DORMANT,2016-02-16,25115.28,INR,1
ACCT100002224,CUST0004859,SHELL,ACTIVE,2015-05-22,637084.78,AED,1
ACCT100002225,CUST0006788,SALARY,ACTIVE,2019-04-26,358368.0,AED,1
ACCT100002226,CUST0000277,CURRENT,DORMANT,2017-01-23,36537.77,INR,1
ACCT100002227,CUST0007688,SAVINGS,ACTIVE,2014-08-26,3731.0,SGD,2
ACCT100002228,CUST0006712,CURRENT,ACTIVE,2018-12-06,33186.8,USD,1
ACCT100002229,CUST0006435,SAVINGS,CLOSED,2014-11-19,57700.43,INR,1
ACCT100002230,CUST0003733,TRUST,ACTIVE,2014-08-14,671735.32,AED,3
ACCT100002231,CUST0004586,SALARY,ACTIVE,2019-05-23,54100.95,INR,1
ACCT100002232,CUST0003098,NRE,DORMANT,2015-08-06,2597258.34,INR,1
ACCT100002233,CUST0007218,SAVINGS,ACTIVE,2017-06-20,243648.05,INR,1
ACCT100002234,CUST0001408,savings,DORMANT,2018-09-10,4869.42,INR,1
ACCT100002235,CUST0006918,CURRENT,ACTIVE,2013-10-22,149844.43,AED,1
ACCT100002236,CUST0003717,TRUST,ACTIVE,2013-09-15,23560.24,INR,1
ACCT100002237,CUST0001434,SAVINGS,ACTIVE,2021-07-14,83489.12,INR,2
ACCT100002238,CUST0007067,NRE,DORMANT,2018-02-14,15912.78,INR,1
ACCT100002239,CUST0007992,SAVINGS,ACTIVE,2013-01-17,1602.28,AED,1
ACCT100002240,CUST0007871,SAVINGS,ACTIVE,2019-01-12,12214.17,INR,1
ACCT100002241,CUST0002002,SALARY,ACTIVE,2014-11-13,45929.9,INR,1
ACCT100002242,CUST0004727,SAVINGS,ACTIVE,2020-09-30,3968.74,INR,2
ACCT100002243,CUST0006588,SAVINGS,ACTIVE,2016-12-09,7338.02,USD,3
ACCT100002244,CUST0002981,SAVINGS,ACTIVE,2013-08-15,4639.61,INR,2
ACCT100002245,CUST0007189,SALARY,ACTIVE,2015-02-20,14182.97,AED,2
ACCT100002246,CUST0000565,CURRENT,ACTIVE,2012-07-22,194080.78,AED,1
ACCT100002247,CUST0002229,CURRENT,ACTIVE,2014-09-04,49980.35,GBP,1
ACCT100002248,CUST0006352,CURRENT,ACTIVE,2020-09-16,19195.17,INR,1
ACCT100002249,CUST0002593,SAVINGS,ACTIVE,2015-06-28,162051.25,INR,1
ACCT100002250,CUST0006248,SAVINGS,DORMANT,2014-01-01,74769.68,GBP,1
ACCT100002251,CUST0003970, SAVINGS ,ACTIVE,2020-07-19,5014.04,AED,1
ACCT100002252,CUST0000732,SALARY,ACTIVE,2015-11-27,2975.1,INR,1
ACCT100002253,CUST0006140,NRE,ACTIVE,2013-06-05,88273.81,AED,1
ACCT100002254,CUST0001710,SAVINGS,ACTIVE,2021-01-11,70633.68,AED,3
ACCT100002255,CUST0005175,SAVINGS,ACTIVE,2013-10-09,333.02,AED,1
ACCT100002256,CUST0003908,SAVINGS,ACTIVE,2014-10-29,115736.74,AED,1
ACCT100002257,CUST0007730,TRUST,BLOCKED,2015-09-30,189756.66,INR,1
ACCT100002258,CUST0002091,SAVINGS,ACTIVE,2017-09-23,2587.2,INR,1
ACCT100002259,CUST0001172,SALARY,ACTIVE,2012-12-01,14056.35,SGD,2
ACCT100002260,CUST0000150,SAVINGS,ACTIVE,2015-09-11,24753.04,INR,2
ACCT100002261,CUST0002297,SALARY,ACTIVE,2019-07-20,41955.99,INR,1
ACCT100002262,CUST0001205,SAVINGS,ACTIVE,2019-04-01,90650.6,INR,1
ACCT100002263,CUST0007891,NRE,ACTIVE,2017-04-25,272726.39,USD,1
ACCT100002264,CUST0005086,SAVINGS,ACTIVE,2016-08-28,34664.74,USD,1
ACCT100002265,CUST0000367,CURRENT,DORMANT,2019-05-26,53628.54,USD,1
ACCT100002266,CUST0002467,SALARY,BLOCKED,2012-03-26,30812.56,INR,1
ACCT100002267,CUST0003373,SALARY,ACTIVE,2016-03-16,4548.46,USD,2
ACCT100002268,CUST0002309,NRO,ACTIVE,2013-12-14,54104.74,USD,1
ACCT100002269,CUST0007172,SALARY,ACTIVE,2017-08-01,1082.88,GBP,2
ACCT100002270,CUST0002191,SAVINGS,ACTIVE,2014-05-31,193209.34,INR,2
ACCT100002271,CUST0003837,SALARY,DORMANT,2017-07-01,4407.98,USD,2
ACCT100002272,CUST0003416,CURRENT,CLOSED,2016-09-20,244422.07,INR,1
ACCT100002273,CUST0007777,SAVINGS,ACTIVE,2014-10-19,107249.55,INR,1
ACCT100002274,CUST0001994,SAVINGS,ACTIVE,2019-04-03,1597.82,USD,1
ACCT100002275,CUST0007011,NRE,CLOSED,2015-11-02,199213.19,INR,3
ACCT100002276,CUST0007909,SALARY,ACTIVE,2020-10-12,30417.38,INR,1
ACCT100002277,CUST0003316, SAVINGS ,ACTIVE,2020-08-01,7098.82,INR,3
ACCT100002278,CUST0004192,NRE,ACTIVE,2015-11-27,20876.43,AED,1
ACCT100002279,CUST0003536,SALARY,ACTIVE,2013-01-11,105181.83,USD,2
ACCT100002280,CUST0006221,SAVINGS,ACTIVE,2017-04-10,42920.01,USD,1
ACCT100002281,CUST0001105,CURRENT,ACTIVE,2016-03-04,51812.59,USD,2
ACCT100002282,CUST0006213,TRUST,ACTIVE,2014-11-15,67604.92,AED,1
ACCT100002283,CUST0006317,NRE,ACTIVE,2018-08-10,35422.93,USD,1
ACCT100002284,CUST0001096,CURRENT,ACTIVE,2021-01-25,62597.66,INR,1
ACCT100002285,CUST0000303,SAVINGS,CLOSED,2020-11-02,8078.57,INR,2
ACCT100002286,CUST0003674,SAVINGS,ACTIVE,2014-12-07,22549.1,INR,1
ACCT100002287,CUST0004364,SAVINGS,ACTIVE,2019-03-29,28401.76,INR,1
ACCT100002288,CUST0007590,CURRENT,ACTIVE,2013-11-30,24748.4,INR,1
ACCT100002289,CUST0001575,NRO,ACTIVE,2012-07-03,1235354.85,INR,1
ACCT100002290,CUST0005037,SAVINGS,ACTIVE,2015-04-24,5228.91,USD,1
ACCT100002291,CUST0003195,SAVINGS,ACTIVE,2018-07-11,3910.36,INR,1
ACCT100002292,CUST0005624, SAVINGS ,ACTIVE,2014-07-14,30470.17,INR,3
ACCT100002293,CUST0000497,CURRENT,ACTIVE,2016-03-02,100293.0,INR,1
ACCT100002294,CUST0000050,SAVINGS,DORMANT,2016-01-29,3613.74,GBP,1
ACCT100002295,CUST0007026,SALARY,ACTIVE,2016-12-02,6790.48,USD,1
ACCT100002296,CUST0002595,SAVINGS,ACTIVE,2014-02-13,1610.28,AED,1
ACCT100002297,CUST0007997,CURRENT,ACTIVE,2021-06-07,20865.13,INR,1
ACCT100002298,CUST0007557,SAVINGS,ACTIVE,2019-11-27,54128.09,SGD,1
ACCT100002299,CUST0004941,SALARY,ACTIVE,2017-04-15,1631.44,INR,1
ACCT100002300,CUST0005805,CURRENT,ACTIVE,2013-08-11,9473.98,INR,2
ACCT100002301,CUST0000806,SAVINGS,DORMANT,2019-08-11,4681.37,INR,2
ACCT100002302,CUST0005534,CURRENT,ACTIVE,2015-07-07,269556.54,AED,1
ACCT100002303,CUST0002829,SHELL,DORMANT,2016-01-10,2908040.73,AED,2
ACCT100002304,CUST0000399,SALARY,ACTIVE,2012-07-15,488.74,INR,1
ACCT100002305,CUST0002387,NRO,ACTIVE,2015-09-02,6675.93,INR,2
ACCT100002306,CUST0007270,NRO,ACTIVE,2014-11-30,111202.86,INR,3
ACCT100002307,CUST0005119,CURRENT,CLOSED,2019-05-03,4366.29,INR,1
ACCT100002308,CUST0002342, SALARY ,ACTIVE,2019-06-01,69477.26,SGD,1
ACCT100002309,CUST0006378,NRO,ACTIVE,2014-12-04,3595.53,INR,1
ACCT100002310,CUST0004704,NRO,ACTIVE,2012-03-02,31529.99,USD,1
ACCT100002311,CUST0005332,SALARY,ACTIVE,2016-06-01,15520.31,INR,2
ACCT100002312,CUST0006484,NRE,ACTIVE,2016-07-14,1480075.79,AED,1
ACCT100002313,CUST0006513,SALARY,ACTIVE,2021-06-21,11291.03,USD,1
ACCT100002314,CUST0003149,CURRENT,ACTIVE,2013-03-28,78283.29,AED,2
ACCT100002315,CUST0003162,SAVINGS,ACTIVE,2019-08-23,21183.97,INR,1
ACCT100002316,CUST0004912,SALARY,ACTIVE,2020-06-29,46586.69,USD,1
ACCT100002317,CUST0006737,NRO,ACTIVE,2017-01-05,154556.78,INR,1
ACCT100002318,CUST0004190,SHELL,ACTIVE,2017-10-13,1963547.21,INR,2
ACCT100002319,CUST0000260,SAVINGS,ACTIVE,2013-11-25,50566.85,SGD,1
ACCT100002320,CUST0007816,SALARY,ACTIVE,2020-03-10,58248.62,INR,3
ACCT100002321,CUST0007753,SALARY,ACTIVE,2016-04-26,436.19,USD,1
ACCT100002322,CUST0004182,CURRENT,ACTIVE,2018-11-20,4971.83,INR,1
ACCT100002323,CUST0007020,SALARY,ACTIVE,2016-11-13,31353.12,INR,3
ACCT100002324,CUST0005516,CURRENT,ACTIVE,2017-11-01,926232.14,GBP,1
ACCT100002325,CUST0006163,TRUST,ACTIVE,2012-09-25,528786.24,INR,1
ACCT100002326,CUST0004961,SAVINGS,ACTIVE,2014-06-12,11027.03,INR,1
ACCT100002327,CUST0000704, SAVINGS ,CLOSED,2017-07-16,71170.13,USD,3
ACCT100002328,CUST0003716,SALARY,CLOSED,2016-12-30,82476.81,INR,1
ACCT100002329,CUST0005506,SAVINGS,ACTIVE,2016-04-15,44581.82,AED,2
ACCT100002330,CUST0007872,SAVINGS,ACTIVE,2021-07-10,15387.67,INR,1
ACCT100002331,CUST0002684,NRE,ACTIVE,2014-12-06,174832.81,INR,1
ACCT100002332,CUST0007039,CURRENT,ACTIVE,2021-03-26,72256.06,INR,1
ACCT100002333,CUST0003455,SHELL,ACTIVE,2018-01-12,4740394.84,INR,2
ACCT100002334,CUST0004807,CURRENT,DORMANT,2013-12-02,91542.06,USD,1
ACCT100002335,CUST0006403,SALARY,ACTIVE,2012-01-14,21783.71,GBP,2
ACCT100002336,CUST0003784,savings,ACTIVE,2021-07-05,68083.92,USD,1
ACCT100002337,CUST0003977,CURRENT,ACTIVE,2019-09-28,45215.33,INR,1
ACCT100002338,CUST0005236,SAVINGS,DORMANT,2014-01-01,23892.88,INR,1
ACCT100002339,CUST0003093,SALARY,ACTIVE,2017-02-17,216450.25,AED,1
ACCT100002340,CUST0003797,SAVINGS,ACTIVE,2012-10-11,6254.87,AED,2
ACCT100002341,CUST0000696,SALARY,ACTIVE,2014-10-11,4830.61,USD,1
ACCT100002342,CUST0003168,CURRENT,ACTIVE,2019-01-21,13421.64,INR,1
ACCT100002343,CUST0004988,CURRENT,ACTIVE,2017-08-02,78196.08,INR,1
ACCT100002344,CUST0007617,SAVINGS,ACTIVE,2014-03-23,28512.63,USD,1
ACCT100002345,CUST0000086,SAVINGS,ACTIVE,2015-03-01,915.5,INR,1
ACCT100002346,CUST0003179,NRE,BLOCKED,2012-03-13,689454.06,INR,1
ACCT100002347,CUST0007362,SALARY,DORMANT,2013-01-22,2241.88,INR,1
ACCT100002348,CUST0004542,CURRENT,ACTIVE,2016-11-07,95666.57,AED,1
ACCT100002349,CUST0000585,SAVINGS,ACTIVE,2015-08-13,19646.64,AED,1
ACCT100002350,CUST0003559,NRE,ACTIVE,2016-08-12,2314.97,INR,1
ACCT100002351,CUST0004027,SALARY,ACTIVE,2021-07-03,326.2,AED,1
ACCT100002352,CUST0004815, SAVINGS ,ACTIVE,2021-02-06,3018.12,INR,1
ACCT100002353,CUST0002000,SAVINGS,ACTIVE,2016-10-29,95002.58,INR,2
ACCT100002354,CUST0001324,SAVINGS,ACTIVE,2017-02-27,976.54,SGD,1
ACCT100002355,CUST0005450,NRO,ACTIVE,2014-08-13,516274.28,INR,1
ACCT100002356,CUST0003977,CURRENT,ACTIVE,2014-10-28,3442.91,USD,2
ACCT100002357,CUST0002000,CURRENT,ACTIVE,2013-06-25,1834.68,INR,1
ACCT100002358,CUST0002188,SALARY,CLOSED,2019-07-05,17731.87,INR,1
ACCT100002359,CUST0006186,SALARY,ACTIVE,2021-10-27,10786.05,USD,2
ACCT100002360,CUST0002164,SALARY,ACTIVE,2014-11-16,811.24,AED,1
ACCT100002361,CUST0005589,NRE,BLOCKED,2017-06-29,26751.44,USD,1
ACCT100002362,CUST0007198,SALARY,ACTIVE,2016-05-18,17955.76,INR,1
ACCT100002363,CUST0005997,SAVINGS,ACTIVE,2017-05-25,9303.68,AED,2
ACCT100002364,CUST0003739,SAVINGS,ACTIVE,2019-03-25,41183.7,INR,1
ACCT100002365,CUST0004410,NRO,ACTIVE,2018-03-25,58814.08,AED,1
ACCT100002366,CUST0003661,SAVINGS,ACTIVE,2014-04-16,71347.88,INR,1
ACCT100002367,CUST0007351,SALARY,ACTIVE,2021-02-26,2034.72,SGD,1
ACCT100002368,CUST0007644,SAVINGS,ACTIVE,2019-04-15,39189.46,INR,2
ACCT100002369,CUST0000883,TRUST,ACTIVE,2018-08-13,48467.84,INR,2
ACCT100002370,CUST0003437,SAVINGS,DORMANT,2013-02-25,25748.95,INR,1
ACCT100002371,CUST0000824,CURRENT,DORMANT,2015-03-20,127102.57,INR,2
ACCT100002372,CUST0001687,NRE,CLOSED,2020-03-06,32958.58,USD,3
ACCT100002373,CUST0007451,SALARY,ACTIVE,2020-10-27,20032.5,INR,2
ACCT100002374,CUST0006358,CURRENT,ACTIVE,2014-02-28,113432.85,INR,1
ACCT100002375,CUST0003320,SALARY,ACTIVE,2020-03-01,24046.54,USD,1
ACCT100002376,CUST0001010,SHELL,ACTIVE,2021-05-29,211935.86,INR,1
ACCT100002377,CUST0004789,SAVINGS,ACTIVE,2018-03-16,9408.07,INR,1
ACCT100002378,CUST0004493,SAVINGS,ACTIVE,2016-01-22,210775.38,INR,1
ACCT100002379,CUST0003241,CURRENT,DORMANT,2020-11-08,12914.54,INR,2
ACCT100002380,CUST0002655, CURRENT ,ACTIVE,2017-06-23,60098.51,USD,1
ACCT100002381,CUST0004056,CURRENT,ACTIVE,2015-02-21,35720.26,INR,1
ACCT100002382,CUST0001425,CURRENT,ACTIVE,2020-06-14,80802.26,GBP,2
ACCT100002383,CUST0002666,NRE,ACTIVE,2020-03-07,1334423.74,USD,2
ACCT100002384,CUST0003023,CURRENT,ACTIVE,2012-12-04,20049.57,AED,1
ACCT100002385,CUST0001192,savings,ACTIVE,2015-06-27,28077.03,INR,1
ACCT100002386,CUST0003826,SALARY,ACTIVE,2019-11-18,32900.98,INR,1
ACCT100002387,CUST0003566,NRO,ACTIVE,2014-10-03,59225.26,SGD,1
ACCT100002388,CUST0005438,SALARY,ACTIVE,2016-02-15,3181.14,GBP,1
ACCT100002389,CUST0003600,CURRENT,ACTIVE,2012-08-22,56649.94,GBP,1
ACCT100002390,CUST0003335,SHELL,DORMANT,2019-07-24,671918.2,INR,2
ACCT100002391,CUST0007473,SALARY,CLOSED,2016-04-05,973.84,INR,2
ACCT100002392,CUST0005821,savings,ACTIVE,2021-03-04,4988.94,INR,1
ACCT100002393,CUST0001230,SALARY,ACTIVE,2014-12-19,33766.24,INR,1
ACCT100002394,CUST0000483,NRO,ACTIVE,2012-02-20,49553.69,USD,1
ACCT100002395,CUST0001879,CURRENT,ACTIVE,2020-09-10,97302.17,AED,1
