account_id,customer_id,account_type,account_currency,account_open_date,account_status,account_balance_current,avg_balance_30d,avg_balance_90d,account_age_days,account_freeze_flag,account_freeze_reason_code,account_reactivation_date,account_limit_current,upi_vpa_id,upi_linked_account_count,upi_device_binding_count,upi_primary_device_id,last_activity_date,customer_customer_type,customer_customer_segment,customer_customer_risk_rating,customer_customer_status,customer_customer_open_date,customer_customer_last_kyc_update_date,customer_customer_kyc_status,customer_customer_name,customer_customer_gender,customer_customer_date_of_birth,txn_count,txn_transaction_amount_mean,txn_transaction_amount_max,external_signal_count,external_signal_signal_type_nunique,device_signal_count,device_signal_device_id_nunique,device_signal_ip_address_nunique,mule_flag,mule_typology,txn_count_30d,total_credit_30d,total_debit_30d,rapid_outflow_count_30d,inflow_outflow_ratio_30d,round_amount_ratio_30d,cash_txn_ratio_30d,dormancy_break_flag,unique_counterparties_30d,counterparty_link_count,balance_retention_ratio,unique_devices_30d,avg_ip_risk_score,complaint_count_90d,if4_flag,connected_to_flagged_account_count,graph_degree,typology_available_flag,account_open_date_age_days,account_reactivation_date_age_days,last_activity_date_age_days,customer_customer_open_date_age_days,customer_customer_last_kyc_update_date_age_days,customer_customer_date_of_birth_age_days
ACC00002908,CUST0004113,SAVINGS,USD,2018-01-09,ACTIVE,32988.74,28353.99,32012.24,2638.0,0,NONE,missing,57780.33,missing,1,2,DEV565745,2024-06-09,INDIVIDUAL,RETAIL,LOW,ACTIVE,2022-09-26,2024-02-11,COMPLETE,Jai Jayaraman,M,1980-05-02,52,40349.367115384615,100000.0,1.0,1.0,6,1,6,0,missing,52,0.0,0.0,52,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2606,0.0,294,551,413,10202
ACC00002909,CUST0000630,SALARY,INR,2016-03-10,ACTIVE,11480.14,9185.53,10525.71,3308.0,0,NONE,missing,19298.78,acc00002909@upibank,2,1,DEV295005,2024-08-06,INDIVIDUAL,STUDENT,LOW,ACTIVE,2012-02-08,2024-03-01,COMPLETE,Pranit Deshmukh,F,1982-01-05,49,38128.91959183673,100000.0,1.0,1.0,4,1,4,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3276,0.0,236,4434,394,9589
ACC00002910,CUST0005425,SAVINGS,INR,2023-10-15,ACTIVE,9544.02,7878.64,8601.19,533.0,0,NONE,missing,42512.9,missing,2,2,DEV709503,2024-06-12,INDIVIDUAL,NRI,LOW,ACTIVE,2011-12-18,2019-09-27,COMPLETE,Fiyaz Sachdeva,F,2004-01-29,42,43793.74380952381,100000.0,1.0,1.0,1,1,1,0,missing,42,0.0,0.0,42,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,501,0.0,291,4486,2011,1530
ACC00002911,CUST0000235,CURRENT,USD,2021-04-15,ACTIVE,20140.52,18142.82,19503.07,1446.0,0,NONE,missing,24655.03,acc00002911@upibank,1,1,DEV105955,2025-01-03,INDIVIDUAL,RETAIL,LOW,ACTIVE,2018-06-26,2022-10-21,COMPLETE,Harish Devan,F,1955-08-14,45,57789.87288888889,100000.0,1.0,1.0,6,1,6,0,missing,45,0.0,0.0,45,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1414,0.0,86,2104,891,19230
ACC00002912,CUST0000335,SAVINGS,INR,2018-09-18,ACTIVE,33266.86,35088.92,23419.76,2386.0,0,NONE,missing,44900.34,acc00002912@upibank,4,2,DEV282842,2025-01-17,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2012-06-21,2019-10-14,COMPLETE,Max Sabharwal,M,1997-03-10,46,39516.260869565216,100000.0,1.0,1.0,2,1,2,0,missing,46,0.0,0.0,46,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2354,0.0,72,4300,1994,4046
ACC00002913,CUST0007155,CURRENT,INR,2017-12-03,ACTIVE,3929.93,3628.06,3007.63,2675.0,0,NONE,missing,13024.12,acc00002913@upibank,1,1,DEV630405,2025-02-08,INDIVIDUAL,HNI,MEDIUM,ACTIVE,2021-02-23,2022-12-16,COMPLETE,Ati Aggarwal,M,1997-04-19,34,44371.33911764706,100000.0,1.0,1.0,4,1,4,0,missing,34,0.0,0.0,34,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2643,0.0,50,1131,835,4006
ACC00002914,CUST0007257,SAVINGS,INR,2024-09-27,ACTIVE,2502.87,2909.54,2074.28,185.0,0,NONE,missing,9332.05,acc00002914@upibank,4,2,DEV700302,2024-12-26,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2024-01-16,2024-09-08,COMPLETE,Netra Bahri,F,1979-08-07,395,61166.30540201005,200000.0,1.0,1.0,6,3,6,1,layering_mule,395,0.0,0.0,395,0.0,1,0.0,1,0,0,1.0,3,0,0.0,0,0,0,1,153,0.0,94,74,203,10471
ACC00002915,CUST0003440,SALARY,GBP,2021-03-11,ACTIVE,8430.81,9239.7,7023.05,1481.0,0,NONE,missing,38910.27,missing,2,1,DEV488026,2024-12-11,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2015-02-06,2021-06-28,PARTIAL,Laksh Bir,OTHER,1959-01-17,44,35417.67204545455,100000.0,1.0,1.0,3,1,3,0,missing,44,0.0,0.0,44,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1449,0.0,109,3340,1371,17978
ACC00002916,CUST0003428,NRE,INR,2018-05-17,ACTIVE,21557.66,22008.15,15886.17,2510.0,0,NONE,missing,92056.67,acc00002916@upibank,4,2,DEV530935,2024-04-04,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2015-02-02,2020-06-26,COMPLETE,Bhavna Wali,M,1987-11-08,57,26455.11192982456,100000.0,1.0,1.0,1,1,1,0,missing,57,0.0,0.0,57,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2478,0.0,360,3344,1738,7456
ACC00002917,CUST0001161,SAVINGS,GBP,2019-11-14,ACTIVE,21109.87,19653.99,20934.61,1964.0,0,NONE,missing,82109.13,acc00002917@upibank,2,1,DEV607250,2024-05-03,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2011-04-24,2015-11-08,EXPIRED,Logan Wable,M,2002-10-20,42,32634.726904761905,100000.0,1.0,1.0,6,1,6,0,missing,42,0.0,0.0,42,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1932,0.0,331,4724,3430,1996
ACC00002918,CUST0003266,SALARY,INR,2019-10-13,ACTIVE,11702.07,11445.58,10738.82,1996.0,0,NONE,missing,48917.14,acc00002918@upibank,3,1,DEV498354,2024-09-27,INDIVIDUAL,STUDENT,MEDIUM,ACTIVE,2020-12-29,2022-04-18,COMPLETE,Hemal Konda,F,1991-01-06,57,37535.51614035088,100000.0,1.0,1.0,2,1,2,0,missing,57,0.0,0.0,57,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1964,0.0,184,1187,1077,6301
ACC00002919,CUST0001038,WALLET,INR,2023-10-22,ACTIVE,6448.54,6504.66,5647.79,526.0,0,NONE,missing,8117.55,acc00002919@upibank,1,1,DEV687228,2024-07-30,INDIVIDUAL,NRI,MEDIUM,ACTIVE,2015-01-22,2016-07-04,COMPLETE,Krish Hora,F,1988-05-15,43,42480.261162790695,100000.0,1.0,1.0,4,1,4,0,missing,43,0.0,0.0,43,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,494,0.0,243,3355,3191,7267
ACC00002920,CUST0001975,SAVINGS,INR,2015-12-31,ACTIVE,15633.58,14213.14,11600.56,3378.0,0,NONE,missing,34134.52,acc00002920@upibank,1,2,DEV328803,2024-12-15,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2013-04-22,2016-10-23,EXPIRED,Logan Rau,F,2007-03-09,47,44299.6529787234,100000.0,1.0,1.0,4,1,4,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3346,0.0,105,3995,3080,395
ACC00002921,CUST0007458,SAVINGS,INR,2022-01-21,RESTRICTED,154878.52,145339.9,121608.15,1165.0,1,RISK_REVIEW,2024-07-29,555050.78,acc00002921@upibank,1,1,DEV680975,2024-05-04,INDIVIDUAL,NRI,MEDIUM,ACTIVE,2015-05-19,2023-06-22,COMPLETE,Parth Sunder,M,1972-07-07,40,52992.76525,100000.0,1.0,1.0,3,1,3,0,missing,40,0.0,0.0,40,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1133,244.0,330,3238,647,13058
ACC00002922,CUST0002988,CURRENT,INR,2020-05-26,ACTIVE,4298.36,3549.75,3972.49,1770.0,0,NONE,missing,8776.51,missing,1,2,DEV233094,2025-01-29,INDIVIDUAL,RETAIL,VERY_HIGH,ACTIVE,2010-12-30,2013-08-03,COMPLETE,Tripti Khosla,F,1971-02-27,61,44947.5331147541,100000.0,1.0,1.0,3,1,3,0,missing,61,0.0,0.0,61,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1738,0.0,60,4839,4257,13554
ACC00002923,CUST0006631,CURRENT,INR,2019-06-09,FROZEN,167841.54,172455.68,158456.69,2122.0,1,RISK_REVIEW,missing,756984.3,missing,2,1,DEV295684,2024-12-19,BUSINESS,SME,MEDIUM,ACTIVE,2015-07-20,2021-10-19,COMPLETE,Isaac Sarraf,M,2006-08-10,54,40538.31296296296,100000.0,1.0,1.0,3,1,3,0,missing,54,0.0,0.0,54,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2090,0.0,101,3176,1258,606
ACC00002924,CUST0003168,SALARY,INR,2020-07-18,ACTIVE,16128.36,17439.06,11329.98,1717.0,0,NONE,missing,16549.15,acc00002924@upibank,2,1,DEV398749,2024-08-09,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2020-03-28,2025-03-06,COMPLETE,Darpan Chaudhry,M,1992-05-21,49,40059.21795918368,100000.0,1.0,1.0,6,1,6,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1685,0.0,233,1463,24,5800
ACC00002925,CUST0001508,SALARY,INR,2023-09-18,ACTIVE,22981.52,21156.79,20830.9,560.0,0,NONE,missing,86420.91,acc00002925@upibank,4,2,DEV920772,2025-03-26,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2016-04-19,2024-10-24,COMPLETE,Varsha Singhal,M,1958-05-25,45,45749.49511111112,100000.0,1.0,1.0,1,1,1,0,missing,45,0.0,0.0,45,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,528,0.0,4,2902,157,18215
ACC00002926,CUST0006516,OD,INR,2018-11-27,ACTIVE,5978.63,5737.1,4619.22,2316.0,0,NONE,missing,10988.21,missing,3,1,DEV139522,2025-03-24,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2010-11-10,2020-04-08,COMPLETE,Faras Badami,F,1968-06-01,46,44125.2602173913,100000.0,1.0,1.0,4,1,4,0,missing,46,0.0,0.0,46,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2284,0.0,6,4889,1817,14555
ACC00002927,CUST0002735,SAVINGS,INR,2022-07-23,ACTIVE,8729.62,9366.95,8077.01,982.0,0,NONE,missing,15577.42,acc00002927@upibank,4,2,DEV952025,2024-11-05,INDIVIDUAL,NRI,MEDIUM,ACTIVE,2017-06-13,2024-08-12,COMPLETE,Abeer Mukherjee,M,1972-02-19,59,33556.484576271185,100000.0,1.0,1.0,6,1,6,0,missing,59,0.0,0.0,59,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,950,0.0,145,2482,230,13197
ACC00002928,CUST0007061,NRE,INR,2020-04-16,ACTIVE,12046.25,10188.37,8925.96,1810.0,0,NONE,missing,30673.08,acc00002928@upibank,1,2,DEV856832,2025-01-17,BUSINESS,SME,MEDIUM,ACTIVE,2018-05-03,2020-07-06,COMPLETE,Lekha Kadakia,F,1981-11-09,54,30929.209074074075,100000.0,1.0,1.0,7,1,7,0,missing,54,0.0,0.0,54,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1778,0.0,72,2158,1728,9646
ACC00002929,CUST0001083,SALARY,INR,2020-03-08,ACTIVE,6280.26,6111.13,4771.58,1849.0,0,NONE,missing,10493.44,acc00002929@upibank,2,1,DEV761945,2024-07-11,BUSINESS,SME,MEDIUM,ACTIVE,2013-08-10,2025-02-16,COMPLETE,Reyansh Pradhan,F,1993-08-15,49,47593.375102040816,100000.0,1.0,1.0,6,1,6,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1817,0.0,262,3885,42,5349
ACC00002930,CUST0006694,SAVINGS,INR,2015-06-15,ACTIVE,17142.2,17555.63,15531.48,3577.0,0,NONE,missing,76943.34,acc00002930@upibank,4,2,DEV441256,2025-03-11,INDIVIDUAL,RETAIL,LOW,ACTIVE,2013-04-03,2014-02-20,PARTIAL,Watika Behl,F,1958-04-17,49,39844.22265306122,100000.0,1.0,1.0,6,1,6,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3545,0.0,19,4014,4056,18253
ACC00002931,CUST0000227,SAVINGS,INR,2018-08-03,ACTIVE,13515.34,11568.0,9744.33,2432.0,0,NONE,missing,62254.55,acc00002931@upibank,2,1,DEV459463,2025-02-23,INDIVIDUAL,RETAIL,LOW,ACTIVE,2019-10-13,2021-05-01,COMPLETE,Samar Roy,F,1989-05-31,33,31874.451875,100000.0,1.0,1.0,2,1,2,0,missing,33,0.0,0.0,33,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2400,0.0,35,1630,1429,6886
ACC00002932,CUST0005537,SAVINGS,INR,2018-08-05,ACTIVE,202995.15,205878.27,148407.53,2430.0,0,NONE,missing,786469.16,acc00002932@upibank,4,2,DEV565957,2024-04-22,INDIVIDUAL,HNI,MEDIUM,ACTIVE,2017-05-10,2023-06-27,COMPLETE,Ekavir Dara,OTHER,1987-06-20,44,48939.118863636366,100000.0,1.0,1.0,3,1,3,0,missing,44,0.0,0.0,44,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2398,0.0,342,2516,642,7597
ACC00002933,CUST0000541,SALARY,INR,2016-10-22,ACTIVE,5436.18,5212.78,4346.06,3082.0,0,NONE,missing,10619.41,acc00002933@upibank,4,2,DEV617208,2024-04-16,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2020-03-24,2022-07-19,COMPLETE,Diya Anand,F,1956-01-26,43,40483.72441860465,100000.0,1.0,1.0,4,1,4,0,missing,43,0.0,0.0,43,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3050,0.0,348,1467,985,19065
ACC00002934,CUST0007336,WALLET,INR,2020-07-31,ACTIVE,24915.08,24905.8,23091.44,1704.0,0,NONE,missing,61297.24,acc00002934@upibank,3,2,DEV674769,2024-09-14,BUSINESS,SME,LOW,INACTIVE,2022-03-31,2023-07-16,PARTIAL,Meera Panchal,F,1983-03-30,46,44659.825,100000.0,1.0,1.0,7,1,7,0,missing,46,0.0,0.0,46,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1672,0.0,197,730,623,9140
ACC00002935,CUST0002421,SAVINGS,INR,2021-08-20,ACTIVE,29655.88,24287.81,27454.5,1319.0,0,NONE,missing,129518.83,acc00002935@upibank,3,2,DEV646869,2024-10-29,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2018-06-17,2020-06-23,COMPLETE,Samar Badal,F,1979-08-04,47,35738.669574468084,100000.0,1.0,1.0,4,1,4,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1287,0.0,152,2113,1741,10474
ACC00002936,CUST0000095,SAVINGS,INR,2019-06-05,ACTIVE,6097.39,5429.56,4762.86,2126.0,0,NONE,missing,22428.22,missing,2,2,DEV940596,2024-06-10,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2021-08-21,2023-03-25,COMPLETE,Rachana Naidu,F,1996-05-07,47,35306.13106382979,100000.0,1.0,1.0,4,1,4,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2094,0.0,293,952,736,4353
ACC00002937,CUST0000221,SAVINGS,INR,2017-12-07,ACTIVE,50221.22,48460.03,39286.93,2671.0,0,NONE,missing,91272.99,acc00002937@upibank,4,1,DEV641062,2025-03-21,BUSINESS,SME,LOW,ACTIVE,2014-08-12,2020-08-22,PARTIAL,Yashodhara Ratti,F,1989-04-18,56,38402.4725,100000.0,1.0,1.0,5,1,5,0,missing,56,0.0,0.0,56,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2639,0.0,9,3518,1681,6929
ACC00002938,CUST0007743,SAVINGS,USD,2023-09-23,ACTIVE,13657.0,12378.77,12984.51,555.0,0,NONE,missing,49328.36,acc00002938@upibank,1,1,DEV602497,2025-01-18,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2023-10-03,2024-02-17,EXPIRED,Nisha Hans,F,2004-10-05,47,48856.94170212765,100000.0,1.0,1.0,7,1,7,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,523,0.0,71,179,407,1280
ACC00002939,CUST0006713,SAVINGS,INR,2016-09-01,ACTIVE,1106.69,1082.85,788.83,3133.0,0,NONE,missing,5406.52,acc00002939@upibank,1,2,DEV788408,2024-07-06,INDIVIDUAL,HNI,MEDIUM,ACTIVE,2016-04-13,2018-02-15,COMPLETE,Radhika Rajan,F,2005-02-20,48,47770.834375,100000.0,1.0,1.0,4,1,4,0,missing,48,0.0,0.0,48,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3101,0.0,267,2908,2600,1142
ACC00002940,CUST0000803,OD,INR,2022-01-14,ACTIVE,48621.42,51583.29,36258.71,1172.0,0,NONE,missing,206079.75,acc00002940@upibank,4,2,DEV396758,2025-02-09,INDIVIDUAL,NRI,LOW,ACTIVE,2022-08-20,2023-04-26,COMPLETE,Saksham Memon,F,2000-04-27,46,33780.37239130434,100000.0,1.0,1.0,4,1,4,0,missing,46,0.0,0.0,46,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1140,0.0,49,588,704,2902
ACC00002941,CUST0001675,CURRENT,INR,2016-12-13,ACTIVE,5765.64,6318.9,5691.36,3030.0,0,NONE,missing,23450.24,acc00002941@upibank,4,2,DEV114461,2025-03-10,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2017-06-11,2020-10-07,COMPLETE,Dhriti Soni,F,1974-05-10,53,38097.20849056604,100000.0,1.0,1.0,1,1,1,0,missing,53,0.0,0.0,53,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2998,0.0,20,2484,1635,12386
ACC00002942,CUST0001523,SALARY,INR,2022-09-20,ACTIVE,6264.6,5991.38,5725.56,923.0,0,NONE,missing,22758.13,acc00002942@upibank,4,1,DEV206427,2024-05-04,INDIVIDUAL,RETAIL,LOW,ACTIVE,2020-04-26,2023-07-13,COMPLETE,Joshua Zachariah,M,1978-12-25,71,45133.74774647887,100000.0,1.0,1.0,1,1,1,0,missing,71,0.0,0.0,71,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,891,0.0,330,1434,626,10696
ACC00002943,CUST0001174,SAVINGS,INR,2021-11-25,ACTIVE,50286.03,46120.67,47916.01,1222.0,0,NONE,missing,168555.68,missing,4,1,DEV404927,2025-02-01,INDIVIDUAL,HNI,LOW,ACTIVE,2010-06-04,2013-11-12,COMPLETE,Yachana Varty,F,2004-11-08,59,40010.34016949152,100000.0,1.0,1.0,3,1,3,0,missing,59,0.0,0.0,59,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1190,0.0,57,5048,4156,1246
ACC00002944,CUST0003894,SAVINGS,INR,2020-07-17,ACTIVE,14521.8,14577.54,12784.09,1718.0,0,NONE,missing,38473.89,acc00002944@upibank,4,1,DEV481004,2025-01-08,INDIVIDUAL,RETAIL,LOW,ACTIVE,2015-02-07,2021-11-14,COMPLETE,Lipika Ratta,F,1962-06-30,49,38050.87551020408,100000.0,1.0,1.0,3,1,3,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1686,0.0,81,3339,1232,16718
ACC00002945,CUST0006103,NRO,INR,2016-05-01,ACTIVE,66259.0,72417.02,60009.13,3256.0,0,NONE,missing,278441.49,acc00002945@upibank,3,1,DEV591714,2024-04-27,INDIVIDUAL,RETAIL,LOW,ACTIVE,2013-09-20,2020-12-12,COMPLETE,Max Patil,M,1962-11-22,45,46257.404,100000.0,1.0,1.0,5,1,5,0,missing,45,0.0,0.0,45,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3224,0.0,337,3844,1569,16573
ACC00002946,CUST0003299,CURRENT,INR,2015-01-10,ACTIVE,94108.09,88082.74,81278.47,3711.01,0,NONE,missing,466655.01,acc00002946@upibank,3,1,DEV559145,2024-07-02,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2014-02-27,2017-09-29,COMPLETE,Krish Dasgupta,F,1982-10-16,35,27264.078857142857,100000.0,1.0,1.0,2,1,2,0,missing,35,0.0,0.0,35,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3701,0.0,271,3684,2739,9305
ACC00002947,CUST0002771,SAVINGS,INR,2023-07-12,ACTIVE,10158.7,10711.91,8509.06,628.0,0,NONE,missing,32133.14,acc00002947@upibank,3,2,DEV552292,2024-12-01,INDIVIDUAL,NRI,HIGH,ACTIVE,2016-01-10,2024-03-02,COMPLETE,Unni Peri,M,1971-01-02,56,46383.72160714286,100000.0,1.0,1.0,2,1,2,0,missing,56,0.0,0.0,56,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,596,0.0,119,3002,393,13610
ACC00002948,CUST0002434,SAVINGS,INR,2018-01-29,ACTIVE,57063.22,57744.72,48377.08,2618.0,0,NONE,missing,198066.38,acc00002948@upibank,3,1,DEV995177,2024-05-12,INDIVIDUAL,STUDENT,MEDIUM,ACTIVE,2021-08-05,2022-02-18,COMPLETE,Anika Wason,M,1998-12-28,51,33225.032352941176,100000.0,1.0,1.0,2,1,2,0,missing,51,0.0,0.0,51,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2586,0.0,322,968,1136,3388
ACC00002949,CUST0006092,SAVINGS,USD,2019-08-17,ACTIVE,8896.8,7998.49,6531.94,2053.0,0,NONE,missing,21178.29,acc00002949@upibank,3,1,DEV533902,2025-03-02,BUSINESS,SME,LOW,ACTIVE,2018-07-30,2023-04-06,COMPLETE,Aishani Sabharwal,M,1986-06-29,52,46559.47211538461,100000.0,1.0,1.0,3,1,3,0,missing,52,0.0,0.0,52,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2021,0.0,28,2070,724,7953
ACC00002950,CUST0000048,SAVINGS,INR,2023-12-09,ACTIVE,321174.25,311796.56,236755.1,478.0,0,NONE,missing,387107.33,missing,3,2,DEV594121,2024-07-29,BUSINESS,SME,LOW,ACTIVE,2020-10-27,2023-06-21,COMPLETE,Balvan Chopra,M,1995-11-11,51,35089.985098039215,100000.0,1.0,1.0,7,1,7,0,missing,51,0.0,0.0,51,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,446,0.0,244,1250,648,4531
ACC00002951,CUST0006232,SAVINGS,GBP,2023-09-09,ACTIVE,9589.76,8473.51,7700.33,569.0,0,NONE,missing,13126.05,missing,1,2,DEV113784,2024-04-30,INDIVIDUAL,HNI,LOW,ACTIVE,2023-05-31,2023-06-13,COMPLETE,Oeshi Modi,M,1996-03-02,48,44091.72729166667,100000.0,1.0,1.0,5,1,5,0,missing,48,0.0,0.0,48,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,537,0.0,334,304,656,4419
ACC00002952,CUST0000753,CURRENT,INR,2015-09-22,ACTIVE,75456.0,66411.16,60152.87,3478.0,0,NONE,missing,92672.58,missing,1,2,DEV485858,2024-06-24,INDIVIDUAL,HNI,MEDIUM,ACTIVE,2015-08-24,2018-10-19,COMPLETE,Urvi Palan,M,1983-11-09,59,54172.96728813559,100000.0,1.0,1.0,6,1,6,0,missing,59,0.0,0.0,59,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3446,0.0,279,3141,2354,8916
ACC00002953,CUST0000524,CURRENT,INR,2016-01-11,ACTIVE,60630.18,56648.98,46441.49,3367.0,0,NONE,missing,257091.89,acc00002953@upibank,2,2,DEV904902,2024-11-16,INDIVIDUAL,RETAIL,LOW,ACTIVE,2010-08-04,2020-02-12,COMPLETE,Leena Rattan,F,1997-01-17,45,36022.737555555555,100000.0,1.0,1.0,1,1,1,0,missing,45,0.0,0.0,45,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3335,0.0,134,4987,1873,4098
ACC00002954,CUST0000252,OD,INR,2020-05-06,ACTIVE,32186.6,28138.79,28965.15,1790.0,0,NONE,missing,134442.76,acc00002954@upibank,1,1,DEV906037,2024-06-24,BUSINESS,SME,LOW,ACTIVE,2021-06-13,2024-03-07,COMPLETE,Krishna Salvi,M,1980-09-30,43,50960.97255813953,100000.0,1.0,1.0,6,1,6,0,missing,43,0.0,0.0,43,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1758,0.0,279,1021,388,10051
ACC00002955,CUST0002536,NRE,USD,2016-10-07,RESTRICTED,9851.2,9406.3,8571.11,3097.0,1,SUSPICIOUS_ACTIVITY,missing,31308.54,acc00002955@upibank,3,1,DEV604422,2024-12-14,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2019-01-19,2021-01-22,COMPLETE,Abhiram Menon,F,1961-03-14,49,40106.967142857146,100000.0,1.0,1.0,7,1,7,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3065,0.0,106,1897,1528,17191
ACC00002956,CUST0004425,SAVINGS,INR,2016-10-26,ACTIVE,18367.22,19147.92,16220.37,3078.0,0,NONE,missing,23323.26,acc00002956@upibank,2,1,DEV495327,2024-05-03,INDIVIDUAL,STUDENT,MEDIUM,ACTIVE,2021-07-06,2022-07-26,COMPLETE,Aayush Krishnamurthy,M,2003-03-04,47,38431.9214893617,100000.0,1.0,1.0,3,1,3,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3046,0.0,331,998,978,1861
ACC00002957,CUST0003441,SALARY,INR,2023-10-16,ACTIVE,450.38590000000005,385.84990000000005,266.2402,532.0,0,NONE,missing,1129.6782000000003,acc00002957@upibank,4,4,DEV143868,2024-05-28,INDIVIDUAL,HNI,LOW,ACTIVE,2022-06-15,2024-04-18,COMPLETE,Andrew Chaudhari,M,1979-06-17,358,63951.68547486033,200000.0,1.0,1.0,15,3,15,1,layering_mule,358,0.0,0.0,358,0.0,1,0.0,1,0,0,1.0,3,0,0.0,0,0,0,1,500,0.0,306,654,346,10522
ACC00002958,CUST0006846,SALARY,INR,2023-02-08,ACTIVE,28833.81,26525.52,28584.1,782.0,0,NONE,missing,90079.97,acc00002958@upibank,2,1,DEV372633,2025-02-08,INDIVIDUAL,RETAIL,LOW,ACTIVE,2021-12-14,2023-11-03,COMPLETE,Henry Ganguly,F,1986-10-18,49,40681.31918367347,100000.0,1.0,1.0,7,1,7,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,750,0.0,50,837,513,7842
